Freq.	V(vout)	V(vout)/V(vin)
1.54881661891246e+06	(1.97331003388468e+01dB,-1.79929526268277e+02°)	(1.97331069092753e+01dB,1.79999999999999e+02°)
1.58489319246109e+06	(1.97331006345646e+01dB,-1.79931130444697e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.62181009735891e+06	(1.97331009169729e+01dB,-1.79932698105708e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.65958690743754e+06	(1.97331011866708e+01dB,-1.79934230082497e+02°)	(1.97331069092753e+01dB,1.79999999999999e+02°)
1.69824365246172e+06	(1.97331014442302e+01dB,-1.79935727187325e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.73780082874935e+06	(1.97331016901976e+01dB,-1.79937190213973e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.77827941003890e+06	(1.97331019250947e+01dB,-1.79938619938148e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.81970085860996e+06	(1.97331021494196e+01dB,-1.79940017117900e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.86208713666284e+06	(1.97331023636483e+01dB,-1.79941382494028e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.90546071796322e+06	(1.97331025682351e+01dB,-1.79942716790465e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.94984459975802e+06	(1.97331027636140e+01dB,-1.79944020714667e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.99526231496885e+06	(1.97331029501994e+01dB,-1.79945294957987e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.04173794466950e+06	(1.97331031283871e+01dB,-1.79946540196040e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.08929613085401e+06	(1.97331032985551e+01dB,-1.79947757089063e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
2.13796208950220e+06	(1.97331034610642e+01dB,-1.79948946282264e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.18776162394952e+06	(1.97331036162592e+01dB,-1.79950108406166e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
2.23872113856831e+06	(1.97331037644693e+01dB,-1.79951244076938e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
2.29086765276774e+06	(1.97331039060088e+01dB,-1.79952353896724e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
2.34422881531989e+06	(1.97331040411780e+01dB,-1.79953438453963e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.39883291901946e+06	(1.97331041702636e+01dB,-1.79954498323696e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
2.45470891568499e+06	(1.97331042935394e+01dB,-1.79955534067879e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.51188643150954e+06	(1.97331044112669e+01dB,-1.79956546235674e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.57039578276883e+06	(1.97331045236958e+01dB,-1.79957535363744e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
2.63026799189534e+06	(1.97331046310645e+01dB,-1.79958501976534e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
2.69153480392688e+06	(1.97331047336008e+01dB,-1.79959446586554e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.75422870333813e+06	(1.97331048315223e+01dB,-1.79960369694646e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.81838293126441e+06	(1.97331049250366e+01dB,-1.79961271790254e+02°)	(1.97331069092753e+01dB,1.79999999999998e+02°)
2.88403150312656e+06	(1.97331050143420e+01dB,-1.79962153351674e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.95120922666634e+06	(1.97331050996280e+01dB,-1.79963014846325e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
3.01995172040197e+06	(1.97331051810756e+01dB,-1.79963856730980e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
3.09029543251354e+06	(1.97331052588573e+01dB,-1.79964679452016e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
3.16227766016833e+06	(1.97331053331384e+01dB,-1.79965483445649e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
3.23593656929623e+06	(1.97331054040762e+01dB,-1.79966269138165e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
3.31131121482586e+06	(1.97331054718213e+01dB,-1.79967036946150e+02°)	(1.97331069092753e+01dB,1.79999999999998e+02°)
3.38844156139197e+06	(1.97331055365174e+01dB,-1.79967787276700e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
3.46736850452526e+06	(1.97331055983017e+01dB,-1.79968520527654e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
3.54813389233570e+06	(1.97331056573052e+01dB,-1.79969237087788e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
3.63078054770096e+06	(1.97331057136531e+01dB,-1.79969937337031e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
3.71535229097167e+06	(1.97331057674650e+01dB,-1.79970621646665e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
3.80189396320555e+06	(1.97331058188549e+01dB,-1.79971290379517e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
3.89045144994275e+06	(1.97331058679319e+01dB,-1.79971943890159e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
3.98107170553491e+06	(1.97331059148001e+01dB,-1.79972582525089e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
4.07380277804106e+06	(1.97331059595588e+01dB,-1.79973206622921e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
4.16869383470329e+06	(1.97331060023031e+01dB,-1.79973816514557e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
4.26579518801586e+06	(1.97331060431236e+01dB,-1.79974412523371e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
4.36515832240159e+06	(1.97331060821068e+01dB,-1.79974994965373e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
4.46683592150956e+06	(1.97331061193355e+01dB,-1.79975564149381e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
4.57088189614868e+06	(1.97331061548887e+01dB,-1.79976120377188e+02°)	(1.97331069092753e+01dB,1.79999999999997e+02°)
4.67735141287191e+06	(1.97331061888417e+01dB,-1.79976663943701e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
4.78630092322631e+06	(1.97331062212665e+01dB,-1.79977195137138e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
4.89778819368438e+06	(1.97331062522320e+01dB,-1.79977714239139e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
5.01187233627264e+06	(1.97331062818038e+01dB,-1.79978221524940e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
5.12861383991357e+06	(1.97331063100447e+01dB,-1.79978717263510e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
5.24807460249764e+06	(1.97331063370145e+01dB,-1.79979201717695e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
5.37031796370244e+06	(1.97331063627705e+01dB,-1.79979675144359e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
5.49540873857616e+06	(1.97331063873673e+01dB,-1.79980137794520e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
5.62341325190340e+06	(1.97331064108570e+01dB,-1.79980589913480e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
5.75439937337148e+06	(1.97331064332895e+01dB,-1.79981031740958e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
5.88843655355579e+06	(1.97331064547124e+01dB,-1.79981463511217e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
6.02559586074348e+06	(1.97331064751711e+01dB,-1.79981885453187e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
6.16595001861472e+06	(1.97331064947090e+01dB,-1.79982297790587e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
6.30957344480183e+06	(1.97331065133676e+01dB,-1.79982700742043e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
6.45654229034645e+06	(1.97331065311863e+01dB,-1.79983094521207e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
6.60693448007585e+06	(1.97331065482031e+01dB,-1.79983479336867e+02°)	(1.97331069092753e+01dB,1.79999999999997e+02°)
6.76082975391971e+06	(1.97331065644541e+01dB,-1.79983855393051e+02°)	(1.97331069092753e+01dB,1.79999999999997e+02°)
6.91830970918925e+06	(1.97331065799736e+01dB,-1.79984222889150e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
7.07945784384126e+06	(1.97331065947946e+01dB,-1.79984582020024e+02°)	(1.97331069092753e+01dB,1.79999999999997e+02°)
7.24435960074978e+06	(1.97331066089486e+01dB,-1.79984932976076e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
7.41310241300905e+06	(1.97331066224655e+01dB,-1.79985275943400e+02°)	(1.97331069092753e+01dB,1.79999999999997e+02°)
7.58577575029171e+06	(1.97331066353741e+01dB,-1.79985611103830e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
7.76247116628679e+06	(1.97331066477016e+01dB,-1.79985938635081e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
7.94328234724268e+06	(1.97331066594744e+01dB,-1.79986258710814e+02°)	(1.97331069092753e+01dB,1.79999999999997e+02°)
8.12830516164086e+06	(1.97331066707173e+01dB,-1.79986571500729e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
8.31763771102657e+06	(1.97331066814542e+01dB,-1.79986877170680e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
8.51138038202362e+06	(1.97331066917078e+01dB,-1.79987175882734e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
8.70963589956066e+06	(1.97331067015000e+01dB,-1.79987467795273e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
8.91250938133731e+06	(1.97331067108514e+01dB,-1.79987753063071e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
9.12010839355894e+06	(1.97331067197819e+01dB,-1.79988031837382e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
9.33254300796975e+06	(1.97331067283105e+01dB,-1.79988304266016e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
9.54992586021420e+06	(1.97331067364553e+01dB,-1.79988570493417e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
9.77237220955794e+06	(1.97331067442335e+01dB,-1.79988830660743e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.00000000000000e+07	(1.97331067516616e+01dB,-1.79989084905939e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
