Freq.	V(Vout)/V(Vin)	V(vout)
1.23026877081237e+04	(1.97328474130336e+01dB,1.79557112064105e+02°)	(1.96299419130232e+01dB,-1.71640674642484e+02°)
1.25892541179416e+04	(1.97328351837351e+01dB,1.79546796304228e+02°)	(1.96345091670960e+01dB,-1.71848319919582e+02°)
1.28824955169313e+04	(1.97328223781244e+01dB,1.79536240289859e+02°)	(1.96388742465596e+01dB,-1.72051912634048e+02°)
1.31825673855640e+04	(1.97328089690444e+01dB,1.79525438426927e+02°)	(1.96430458089428e+01dB,-1.72251543192199e+02°)
1.34896288259164e+04	(1.97327949280582e+01dB,1.79514384991214e+02°)	(1.96470321527728e+01dB,-1.72447301021454e+02°)
1.38038426460288e+04	(1.97327802253894e+01dB,1.79503074125336e+02°)	(1.96508412308303e+01dB,-1.72639274547950e+02°)
1.41253754462274e+04	(1.97327648298585e+01dB,1.79491499835649e+02°)	(1.96544806630303e+01dB,-1.72827551177748e+02°)
1.44543977074592e+04	(1.97327487088171e+01dB,1.79479655989094e+02°)	(1.96579577489287e+01dB,-1.73012217281410e+02°)
1.47910838816820e+04	(1.97327318280786e+01dB,1.79467536309956e+02°)	(1.96612794798535e+01dB,-1.73193358181712e+02°)
1.51356124843620e+04	(1.97327141518457e+01dB,1.79455134376563e+02°)	(1.96644525506611e+01dB,-1.73371058144296e+02°)
1.54881661891247e+04	(1.97326956426347e+01dB,1.79442443617897e+02°)	(1.96674833711222e+01dB,-1.73545400371056e+02°)
1.58489319246110e+04	(1.97326762611960e+01dB,1.79429457310132e+02°)	(1.96703780769379e+01dB,-1.73716466996072e+02°)
1.62181009735892e+04	(1.97326559664310e+01dB,1.79416168573097e+02°)	(1.96731425403917e+01dB,-1.73884339083915e+02°)
1.65958690743755e+04	(1.97326347153048e+01dB,1.79402570366649e+02°)	(1.96757823806414e+01dB,-1.74049096630149e+02°)
1.69824365246173e+04	(1.97326124627553e+01dB,1.79388655486971e+02°)	(1.96783029736571e+01dB,-1.74210818563880e+02°)
1.73780082874936e+04	(1.97325891615977e+01dB,1.79374416562779e+02°)	(1.96807094618105e+01dB,-1.74369582752196e+02°)
1.77827941003891e+04	(1.97325647624244e+01dB,1.79359846051446e+02°)	(1.96830067631227e+01dB,-1.74525466006360e+02°)
1.81970085860997e+04	(1.97325392135003e+01dB,1.79344936235035e+02°)	(1.96851995801763e+01dB,-1.74678544089616e+02°)
1.86208713666285e+04	(1.97325124606537e+01dB,1.79329679216248e+02°)	(1.96872924087002e+01dB,-1.74828891726493e+02°)
1.90546071796323e+04	(1.97324844471608e+01dB,1.79314066914271e+02°)	(1.96892895458341e+01dB,-1.74976582613489e+02°)
1.94984459975803e+04	(1.97324551136264e+01dB,1.79298091060533e+02°)	(1.96911950980798e+01dB,-1.75121689431012e+02°)
1.99526231496887e+04	(1.97324243978575e+01dB,1.79281743194367e+02°)	(1.96930129889474e+01dB,-1.75264283856494e+02°)
2.04173794466951e+04	(1.97323922347318e+01dB,1.79265014658572e+02°)	(1.96947469663049e+01dB,-1.75404436578567e+02°)
2.08929613085402e+04	(1.97323585560600e+01dB,1.79247896594871e+02°)	(1.96964006094380e+01dB,-1.75542217312221e+02°)
2.13796208950222e+04	(1.97323232904412e+01dB,1.79230379939272e+02°)	(1.96979773358289e+01dB,-1.75677694814847e+02°)
2.18776162394954e+04	(1.97322863631119e+01dB,1.79212455417316e+02°)	(1.96994804076618e+01dB,-1.75810936903107e+02°)
2.23872113856832e+04	(1.97322476957878e+01dB,1.79194113539227e+02°)	(1.97009129380624e+01dB,-1.75942010470539e+02°)
2.29086765276776e+04	(1.97322072064977e+01dB,1.79175344594946e+02°)	(1.97022778970806e+01dB,-1.76070981505833e+02°)
2.34422881531990e+04	(1.97321648094109e+01dB,1.79156138649050e+02°)	(1.97035781174225e+01dB,-1.76197915111728e+02°)
2.39883291901947e+04	(1.97321204146544e+01dB,1.79136485535568e+02°)	(1.97048162999401e+01dB,-1.76322875524455e+02°)
2.45470891568501e+04	(1.97320739281240e+01dB,1.79116374852668e+02°)	(1.97059950188871e+01dB,-1.76445926133678e+02°)
2.51188643150956e+04	(1.97320252512842e+01dB,1.79095795957231e+02°)	(1.97071167269455e+01dB,-1.76567129502890e+02°)
2.57039578276884e+04	(1.97319742809603e+01dB,1.79074737959306e+02°)	(1.97081837600334e+01dB,-1.76686547390205e+02°)
2.63026799189536e+04	(1.97319209091203e+01dB,1.79053189716432e+02°)	(1.97091983418985e+01dB,-1.76804240769511e+02°)
2.69153480392689e+04	(1.97318650226459e+01dB,1.79031139827843e+02°)	(1.97101625885054e+01dB,-1.76920269851942e+02°)
2.75422870333814e+04	(1.97318065030939e+01dB,1.79008576628535e+02°)	(1.97110785122227e+01dB,-1.77034694107640e+02°)
2.81838293126443e+04	(1.97317452264455e+01dB,1.78985488183210e+02°)	(1.97119480258168e+01dB,-1.77147572287759e+02°)
2.88403150312658e+04	(1.97316810628444e+01dB,1.78961862280081e+02°)	(1.97127729462586e+01dB,-1.77258962446695e+02°)
2.95120922666636e+04	(1.97316138763218e+01dB,1.78937686424536e+02°)	(1.97135549983482e+01dB,-1.77368921964508e+02°)
3.01995172040199e+04	(1.97315435245100e+01dB,1.78912947832671e+02°)	(1.97142958181651e+01dB,-1.77477507569507e+02°)
3.09029543251357e+04	(1.97314698583410e+01dB,1.78887633424674e+02°)	(1.97149969563478e+01dB,-1.77584775360983e+02°)
3.16227766016835e+04	(1.97313927217315e+01dB,1.78861729818063e+02°)	(1.97156598812095e+01dB,-1.77690780832070e+02°)
3.23593656929626e+04	(1.97313119512541e+01dB,1.78835223320787e+02°)	(1.97162859816941e+01dB,-1.77795578892696e+02°)
3.31131121482588e+04	(1.97312273757914e+01dB,1.78808099924159e+02°)	(1.97168765701779e+01dB,-1.77899223892639e+02°)
3.38844156139200e+04	(1.97311388161751e+01dB,1.78780345295650e+02°)	(1.97174328851225e+01dB,-1.78001769644641e+02°)
3.46736850452529e+04	(1.97310460848083e+01dB,1.78751944771520e+02°)	(1.97179560935814e+01dB,-1.78103269447592e+02°)
3.54813389233573e+04	(1.97309489852689e+01dB,1.78722883349292e+02°)	(1.97184472935671e+01dB,-1.78203776109750e+02°)
3.63078054770098e+04	(1.97308473118959e+01dB,1.78693145680061e+02°)	(1.97189075162811e+01dB,-1.78303341972008e+02°)
3.71535229097169e+04	(1.97307408493557e+01dB,1.78662716060646e+02°)	(1.97193377282111e+01dB,-1.78402018931181e+02°)
3.80189396320558e+04	(1.97306293721877e+01dB,1.78631578425564e+02°)	(1.97197388330994e+01dB,-1.78499858463310e+02°)
3.89045144994277e+04	(1.97305126443294e+01dB,1.78599716338840e+02°)	(1.97201116737864e+01dB,-1.78596911646987e+02°)
3.98107170553494e+04	(1.97303904186192e+01dB,1.78567112985645e+02°)	(1.97204570339307e+01dB,-1.78693229186675e+02°)
4.07380277804109e+04	(1.97302624362755e+01dB,1.78533751163755e+02°)	(1.97207756396115e+01dB,-1.78788861436037e+02°)
4.16869383470332e+04	(1.97301284263519e+01dB,1.78499613274829e+02°)	(1.97210681608138e+01dB,-1.78883858421259e+02°)
4.26579518801589e+04	(1.97299881051671e+01dB,1.78464681315516e+02°)	(1.97213352128007e+01dB,-1.78978269864366e+02°)
4.36515832240162e+04	(1.97298411757079e+01dB,1.78428936868362e+02°)	(1.97215773573743e+01dB,-1.79072145206530e+02°)
4.46683592150959e+04	(1.97296873270041e+01dB,1.78392361092546e+02°)	(1.97217951040286e+01dB,-1.79165533631367e+02°)
4.57088189614871e+04	(1.97295262334756e+01dB,1.78354934714417e+02°)	(1.97219889109949e+01dB,-1.79258484088224e+02°)
4.67735141287194e+04	(1.97293575542472e+01dB,1.78316638017842e+02°)	(1.97221591861835e+01dB,-1.79351045315451e+02°)
4.78630092322634e+04	(1.97291809324333e+01dB,1.78277450834359e+02°)	(1.97223062880220e+01dB,-1.79443265863661e+02°)
4.89778819368442e+04	(1.97289959943882e+01dB,1.78237352533139e+02°)	(1.97224305261922e+01dB,-1.79535194118982e+02°)
5.01187233627268e+04	(1.97288023489219e+01dB,1.78196322010737e+02°)	(1.97225321622675e+01dB,-1.79626878326287e+02°)
5.12861383991360e+04	(1.97285995864799e+01dB,1.78154337680656e+02°)	(1.97226114102512e+01dB,-1.79718366612427e+02°)
5.24807460249768e+04	(1.97283872782842e+01dB,1.78111377462696e+02°)	(1.97226684370169e+01dB,-1.79809707009443e+02°)
5.37031796370248e+04	(1.97281649754350e+01dB,1.78067418772110e+02°)	(1.97227033626526e+01dB,-1.79900947477778e+02°)
5.49540873857620e+04	(1.97279322079708e+01dB,1.78022438508538e+02°)	(1.97227162607073e+01dB,-1.79992135929478e+02°)
5.62341325190344e+04	(1.97276884838845e+01dB,1.77976413044752e+02°)	(1.97227071583434e+01dB,1.79916679748609e+02°)
5.75439937337152e+04	(1.97274332880949e+01dB,1.77929318215172e+02°)	(1.97226760363920e+01dB,1.79825451671633e+02°)
5.88843655355584e+04	(1.97271660813695e+01dB,1.77881129304188e+02°)	(1.97226228293137e+01dB,1.79734131933552e+02°)
6.02559586074352e+04	(1.97268862991989e+01dB,1.77831821034257e+02°)	(1.97225474250636e+01dB,1.79642672583926e+02°)
6.16595001861477e+04	(1.97265933506179e+01dB,1.77781367553796e+02°)	(1.97224496648602e+01dB,1.79551025604721e+02°)
6.30957344480187e+04	(1.97262866169735e+01dB,1.77729742424863e+02°)	(1.97223293428588e+01dB,1.79459142887098e+02°)
6.45654229034650e+04	(1.97259654506356e+01dB,1.77676918610618e+02°)	(1.97221862057275e+01dB,1.79366976208200e+02°)
6.60693448007590e+04	(1.97256291736487e+01dB,1.77622868462578e+02°)	(1.97220199521259e+01dB,1.79274477207923e+02°)
6.76082975391975e+04	(1.97252770763212e+01dB,1.77567563707659e+02°)	(1.97218302320847e+01dB,1.79181597365687e+02°)
6.91830970918930e+04	(1.97249084157507e+01dB,1.77510975435006e+02°)	(1.97216166462863e+01dB,1.79088287977185e+02°)
7.07945784384131e+04	(1.97245224142815e+01dB,1.77453074082614e+02°)	(1.97213787452440e+01dB,1.78994500131129e+02°)
7.24435960074983e+04	(1.97241182578915e+01dB,1.77393829423742e+02°)	(1.97211160283783e+01dB,1.78900184685974e+02°)
7.41310241300911e+04	(1.97236950945052e+01dB,1.77333210553127e+02°)	(1.97208279429894e+01dB,1.78805292246640e+02°)
7.58577575029177e+04	(1.97232520322309e+01dB,1.77271185872983e+02°)	(1.97205138831232e+01dB,1.78709773141211e+02°)
7.76247116628685e+04	(1.97227881375161e+01dB,1.77207723078821e+02°)	(1.97201731883288e+01dB,1.78613577397633e+02°)
7.94328234724274e+04	(1.97223024332203e+01dB,1.77142789145057e+02°)	(1.97198051423062e+01dB,1.78516654720397e+02°)
8.12830516164092e+04	(1.97217938965998e+01dB,1.77076350310445e+02°)	(1.97194089714400e+01dB,1.78418954467216e+02°)
8.31763771102663e+04	(1.97212614572018e+01dB,1.77008372063321e+02°)	(1.97189838432183e+01dB,1.78320425625702e+02°)
8.51138038202369e+04	(1.97207039946626e+01dB,1.76938819126669e+02°)	(1.97185288645321e+01dB,1.78221016790036e+02°)
8.70963589956073e+04	(1.97201203364074e+01dB,1.76867655443022e+02°)	(1.97180430798544e+01dB,1.78120676137650e+02°)
8.91250938133737e+04	(1.97195092552457e+01dB,1.76794844159207e+02°)	(1.97175254692926e+01dB,1.78019351405918e+02°)
9.12010839355901e+04	(1.97188694668598e+01dB,1.76720347610926e+02°)	(1.97169749465147e+01dB,1.77916989868862e+02°)
9.33254300796982e+04	(1.97181996271800e+01dB,1.76644127307212e+02°)	(1.97163903565414e+01dB,1.77813538313884e+02°)
9.54992586021427e+04	(1.97174983296429e+01dB,1.76566143914751e+02°)	(1.97157704734042e+01dB,1.77708943018537e+02°)
9.77237220955802e+04	(1.97167641023277e+01dB,1.76486357242084e+02°)	(1.97151139976620e+01dB,1.77603149727334e+02°)
9.99999999999991e+04	(1.97159954049649e+01dB,1.76404726223718e+02°)	(1.97144195537744e+01dB,1.77496103628616e+02°)
1.02329299228074e+05	(1.97151906258131e+01dB,1.76321208904148e+02°)	(1.97136856873261e+01dB,1.77387749331497e+02°)
1.04712854805089e+05	(1.97143480783974e+01dB,1.76235762421815e+02°)	(1.97129108620973e+01dB,1.77278030842879e+02°)
1.07151930523760e+05	(1.97134659981044e+01dB,1.76148342993012e+02°)	(1.97120934569766e+01dB,1.77166891544583e+02°)
1.09647819614317e+05	(1.97125425386279e+01dB,1.76058905895769e+02°)	(1.97112317627093e+01dB,1.77054274170595e+02°)
1.12201845430195e+05	(1.97115757682595e+01dB,1.75967405453738e+02°)	(1.97103239784778e+01dB,1.76940120784444e+02°)
1.14815362149687e+05	(1.97105636660172e+01dB,1.75873795020092e+02°)	(1.97093682083066e+01dB,1.76824372756758e+02°)
1.17489755493952e+05	(1.97095041176064e+01dB,1.75778026961485e+02°)	(1.97083624572883e+01dB,1.76706970742998e+02°)
1.20226443461740e+05	(1.97083949112068e+01dB,1.75680052642081e+02°)	(1.97073046276218e+01dB,1.76587854661410e+02°)
1.23026877081237e+05	(1.97072337330777e+01dB,1.75579822407709e+02°)	(1.97061925144593e+01dB,1.76466963671221e+02°)
1.25892541179416e+05	(1.97060181629757e+01dB,1.75477285570153e+02°)	(1.97050238015540e+01dB,1.76344236151113e+02°)
1.28824955169312e+05	(1.97047456693767e+01dB,1.75372390391640e+02°)	(1.97037960567024e+01dB,1.76219609678017e+02°)
1.31825673855639e+05	(1.97034136044964e+01dB,1.75265084069548e+02°)	(1.97025067269746e+01dB,1.76093021006248e+02°)
1.34896288259164e+05	(1.97020191991007e+01dB,1.75155312721390e+02°)	(1.97011531337252e+01dB,1.75964406047043e+02°)
1.38038426460287e+05	(1.97005595570982e+01dB,1.75043021370118e+02°)	(1.96997324673778e+01dB,1.75833699848538e+02°)
1.41253754462274e+05	(1.96990316499087e+01dB,1.74928153929802e+02°)	(1.96982417819766e+01dB,1.75700836576231e+02°)
1.44543977074591e+05	(1.96974323105986e+01dB,1.74810653191728e+02°)	(1.96966779894961e+01dB,1.75565749493994e+02°)
1.47910838816819e+05	(1.96957582277747e+01dB,1.74690460811001e+02°)	(1.96950378539026e+01dB,1.75428370945678e+02°)
1.51356124843619e+05	(1.96940059392305e+01dB,1.74567517293683e+02°)	(1.96933179849593e+01dB,1.75288632337392e+02°)
1.54881661891247e+05	(1.96921718253342e+01dB,1.74441761984566e+02°)	(1.96915148317676e+01dB,1.75146464120500e+02°)
1.58489319246110e+05	(1.96902521021530e+01dB,1.74313133055639e+02°)	(1.96896246760356e+01dB,1.75001795775428e+02°)
1.62181009735891e+05	(1.96882428143022e+01dB,1.74181567495326e+02°)	(1.96876436250677e+01dB,1.74854555796354e+02°)
1.65958690743754e+05	(1.96861398275146e+01dB,1.74047001098592e+02°)	(1.96855676044651e+01dB,1.74704671676845e+02°)
1.69824365246173e+05	(1.96839388209183e+01dB,1.73909368457995e+02°)	(1.96833923505320e+01dB,1.74552069896567e+02°)
1.73780082874936e+05	(1.96816352790182e+01dB,1.73768602955797e+02°)	(1.96811134023768e+01dB,1.74396675909123e+02°)
1.77827941003890e+05	(1.96792244833699e+01dB,1.73624636757218e+02°)	(1.96787260937025e+01dB,1.74238414131148e+02°)
1.81970085860996e+05	(1.96767015039406e+01dB,1.73477400804959e+02°)	(1.96762255442779e+01dB,1.74077207932764e+02°)
1.86208713666285e+05	(1.96740611901484e+01dB,1.73326824815112e+02°)	(1.96736066510820e+01dB,1.73912979629500e+02°)
1.90546071796323e+05	(1.96712981615720e+01dB,1.73172837274567e+02°)	(1.96708640791149e+01dB,1.73745650475813e+02°)
1.94984459975802e+05	(1.96684067983248e+01dB,1.73015365440067e+02°)	(1.96679922518678e+01dB,1.73575140660338e+02°)
1.99526231496886e+05	(1.96653812310855e+01dB,1.72854335339046e+02°)	(1.96649853414458e+01dB,1.73401369303003e+02°)
2.04173794466951e+05	(1.96622153307797e+01dB,1.72689671772395e+02°)	(1.96618372583371e+01dB,1.73224254454158e+02°)
2.08929613085402e+05	(1.96589026979071e+01dB,1.72521298319321e+02°)	(1.96585416408238e+01dB,1.73043713095884e+02°)
2.13796208950221e+05	(1.96554366515075e+01dB,1.72349137344472e+02°)	(1.96550918440284e+01dB,1.72859661145637e+02°)
2.18776162394953e+05	(1.96518102177636e+01dB,1.72173110007488e+02°)	(1.96514809285928e+01dB,1.72672013462405e+02°)
2.23872113856832e+05	(1.96480161182351e+01dB,1.71993136275195e+02°)	(1.96477016489854e+01dB,1.72480683855576e+02°)
2.29086765276775e+05	(1.96440467577224e+01dB,1.71809134936606e+02°)	(1.96437464414347e+01dB,1.72285585096700e+02°)
2.34422881531990e+05	(1.96398942117588e+01dB,1.71621023620968e+02°)	(1.96396074114880e+01dB,1.72086628934359e+02°)
2.39883291901946e+05	(1.96355502137302e+01dB,1.71428718819060e+02°)	(1.96352763211944e+01dB,1.71883726112358e+02°)
2.45470891568500e+05	(1.96310061416234e+01dB,1.71232135907969e+02°)	(1.96307445759148e+01dB,1.71676786391478e+02°)
2.51188643150955e+05	(1.96262530044070e+01dB,1.71031189179602e+02°)	(1.96260032107596e+01dB,1.71465718575016e+02°)
2.57039578276884e+05	(1.96212814280473e+01dB,1.70825791873167e+02°)	(1.96210428766609e+01dB,1.71250430538375e+02°)
2.63026799189535e+05	(1.96160816411677e+01dB,1.70615856211910e+02°)	(1.96158538260843e+01dB,1.71030829262961e+02°)
2.69153480392689e+05	(1.96106434603577e+01dB,1.70401293444360e+02°)	(1.96104258983888e+01dB,1.70806820874671e+02°)
2.75422870333814e+05	(1.96049562751442e+01dB,1.70182013890397e+02°)	(1.96047485048463e+01dB,1.70578310687245e+02°)
2.81838293126442e+05	(1.95990090326377e+01dB,1.69957926992415e+02°)	(1.95988106133336e+01dB,1.70345203250792e+02°)
2.88403150312657e+05	(1.95927902218688e+01dB,1.69728941371914e+02°)	(1.95926007327131e+01dB,1.70107402405792e+02°)
2.95120922666635e+05	(1.95862878578350e+01dB,1.69494964891822e+02°)	(1.95861068969221e+01dB,1.69864811342896e+02°)
3.01995172040198e+05	(1.95794894652801e+01dB,1.69255904724898e+02°)	(1.95793166487915e+01dB,1.69617332668854e+02°)
3.09029543251356e+05	(1.95723820622315e+01dB,1.69011667428534e+02°)	(1.95722170236218e+01dB,1.69364868478909e+02°)
3.16227766016834e+05	(1.95649521433261e+01dB,1.68762159026328e+02°)	(1.95647945325461e+01dB,1.69107320436011e+02°)
3.23593656929625e+05	(1.95571856629583e+01dB,1.68507285096772e+02°)	(1.95570351457126e+01dB,1.68844589857194e+02°)
3.31131121482587e+05	(1.95490680182893e+01dB,1.68246950869424e+02°)	(1.95489242753270e+01dB,1.68576577807497e+02°)
3.38844156139199e+05	(1.95405840321603e+01dB,1.67981061328926e+02°)	(1.95404467585982e+01dB,1.68303185201785e+02°)
3.46736850452528e+05	(1.95317179359585e+01dB,1.67709521327259e+02°)	(1.95315868406346e+01dB,1.68024312914845e+02°)
3.54813389233571e+05	(1.95224533524902e+01dB,1.67432235704594e+02°)	(1.95223281573463e+01dB,1.67739861900133e+02°)
3.63078054770097e+05	(1.95127732789209e+01dB,1.67149109419113e+02°)	(1.95126537184125e+01dB,1.67449733317541e+02°)
3.71535229097168e+05	(1.95026600698474e+01dB,1.66860047686189e+02°)	(1.95025458903810e+01dB,1.67153828670572e+02°)
3.80189396320557e+05	(1.94920954205764e+01dB,1.66564956127279e+02°)	(1.94919863799714e+01dB,1.66852049953258e+02°)
3.89045144994276e+05	(1.94810603506872e+01dB,1.66263740928886e+02°)	(1.94809562176624e+01dB,1.66544299807212e+02°)
3.98107170553493e+05	(1.94695351879658e+01dB,1.65956309011951e+02°)	(1.94694357416488e+01dB,1.66230481689141e+02°)
4.07380277804108e+05	(1.94574995528051e+01dB,1.65642568211990e+02°)	(1.94574045822642e+01dB,1.65910500049145e+02°)
4.16869383470331e+05	(1.94449323431718e+01dB,1.65322427470297e+02°)	(1.94448416469680e+01dB,1.65584260520138e+02°)
4.26579518801588e+05	(1.94318117202499e+01dB,1.64995797036497e+02°)	(1.94317251060103e+01dB,1.65251670118638e+02°)
4.36515832240161e+05	(1.94181150948801e+01dB,1.64662588682704e+02°)	(1.94180323788896e+01dB,1.64912637457223e+02°)
4.46683592150958e+05	(1.94038191149192e+01dB,1.64322715929504e+02°)	(1.94037401217309e+01dB,1.64567072968833e+02°)
4.57088189614870e+05	(1.93888996536557e+01dB,1.63976094283949e+02°)	(1.93888242157190e+01dB,1.64214889143139e+02°)
4.67735141287193e+05	(1.93733317994242e+01dB,1.63622641489689e+02°)	(1.93732597567290e+01dB,1.63856000775068e+02°)
4.78630092322633e+05	(1.93570898465697e+01dB,1.63262277789320e+02°)	(1.93570210463074e+01dB,1.63490325225596e+02°)
4.89778819368440e+05	(1.93401472879221e+01dB,1.62894926198976e+02°)	(1.93400815841614e+01dB,1.63117782694807e+02°)
5.01187233627266e+05	(1.93224768089484e+01dB,1.62520512795090e+02°)	(1.93224140623259e+01dB,1.62738296507172e+02°)
5.12861383991359e+05	(1.93040502837581e+01dB,1.62138967013220e+02°)	(1.93039903611825e+01dB,1.62351793408909e+02°)
5.24807460249766e+05	(1.92848387731443e+01dB,1.61750221958711e+02°)	(1.92847815475141e+01dB,1.61958203877225e+02°)
5.37031796370246e+05	(1.92648125248494e+01dB,1.61354214728886e+02°)	(1.92647578747837e+01dB,1.61557462441115e+02°)
5.49540873857618e+05	(1.92439409762512e+01dB,1.60950886746360e+02°)	(1.92438887858319e+01dB,1.61149508013315e+02°)
5.62341325190342e+05	(1.92221927596686e+01dB,1.60540184102955e+02°)	(1.92221429181946e+01dB,1.60734284232884e+02°)
5.75439937337150e+05	(1.91995357104898e+01dB,1.60122057913572e+02°)	(1.91994881122424e+01dB,1.60311739817782e+02°)
5.88843655355582e+05	(1.91759368783309e+01dB,1.59696464679258e+02°)	(1.91758914223493e+01dB,1.59881828926665e+02°)
6.02559586074350e+05	(1.91513625414298e+01dB,1.59263366658555e+02°)	(1.91513191312971e+01dB,1.59444511528992e+02°)
6.16595001861474e+05	(1.91257782244821e+01dB,1.58822732246097e+02°)	(1.91257367681208e+01dB,1.58999753782411e+02°)
6.30957344480185e+05	(1.90991487201238e+01dB,1.58374536357238e+02°)	(1.90991091296004e+01dB,1.58547528416202e+02°)
6.45654229034647e+05	(1.90714381142570e+01dB,1.57918760817381e+02°)	(1.90714003055958e+01dB,1.58087815119443e+02°)
6.60693448007588e+05	(1.90426098154121e+01dB,1.57455394754463e+02°)	(1.90425737084166e+01dB,1.57620600932371e+02°)
6.76082975391973e+05	(1.90126265883267e+01dB,1.56984434992945e+02°)	(1.90125921064100e+01dB,1.57145880639257e+02°)
6.91830970918928e+05	(1.89814505919117e+01dB,1.56505886447426e+02°)	(1.89814176619337e+01dB,1.56663657160949e+02°)
7.07945784384129e+05	(1.89490434217567e+01dB,1.56019762513895e+02°)	(1.89490119738692e+01dB,1.56173941945057e+02°)
7.24435960074981e+05	(1.89153661573117e+01dB,1.55526085456417e+02°)	(1.89153361248100e+01dB,1.55676755351615e+02°)
7.41310241300908e+05	(1.88803794138567e+01dB,1.55024886786909e+02°)	(1.88803507330383e+01dB,1.55172127031842e+02°)
7.58577575029174e+05	(1.88440433993493e+01dB,1.54516207635512e+02°)	(1.88440160093789e+01dB,1.54660096297531e+02°)
7.76247116628682e+05	(1.88063179762088e+01dB,1.54000099108900e+02°)	(1.88062918189889e+01dB,1.54140712478395e+02°)
7.94328234724271e+05	(1.87671627280641e+01dB,1.53476622633743e+02°)	(1.87671377481121e+01dB,1.53614035264585e+02°)
8.12830516164089e+05	(1.87265370314602e+01dB,1.52945850282418e+02°)	(1.87265131757906e+01dB,1.53080135031486e+02°)
8.31763771102660e+05	(1.86844001324743e+01dB,1.52407865077960e+02°)	(1.86843773504862e+01dB,1.52539093143762e+02°)
8.51138038202365e+05	(1.86407112281548e+01dB,1.51862761275160e+02°)	(1.86406894715248e+01dB,1.51991002235580e+02°)
8.70963589956069e+05	(1.85954295526506e+01dB,1.51310644614664e+02°)	(1.85954087752302e+01dB,1.51435966463848e+02°)
8.91250938133734e+05	(1.85485144678499e+01dB,1.50751632546903e+02°)	(1.85484946255676e+01dB,1.50874101731307e+02°)
9.12010839355898e+05	(1.84999255582998e+01dB,1.50185854422685e+02°)	(1.84999066090675e+01dB,1.50305535876300e+02°)
9.33254300796979e+05	(1.84496227301240e+01dB,1.49613451647301e+02°)	(1.84496046337480e+01dB,1.49730408826079e+02°)
9.54992586021423e+05	(1.83975663136079e+01dB,1.49034577795112e+02°)	(1.83975490317034e+01dB,1.49148872710609e+02°)
9.77237220955797e+05	(1.83437171690625e+01dB,1.48449398681653e+02°)	(1.83437006649724e+01dB,1.48561091933902e+02°)
9.99999999999986e+05	(1.82880367955286e+01dB,1.47858092390469e+02°)	(1.82880210342455e+01dB,1.47967243200111e+02°)
1.02329299228074e+06	(1.82304874418300e+01dB,1.47260849252103e+02°)	(1.82304723899223e+01dB,1.47367515491783e+02°)
1.04712854805089e+06	(1.81710322194349e+01dB,1.46657871772880e+02°)	(1.81710178449753e+01dB,1.46762109997926e+02°)
1.07151930523759e+06	(1.81096352165340e+01dB,1.46049374511413e+02°)	(1.81096214890324e+01dB,1.46151239989824e+02°)
1.09647819614317e+06	(1.80462616127046e+01dB,1.45435583901116e+02°)	(1.80462485030433e+01dB,1.45535130642863e+02°)
1.12201845430195e+06	(1.79808777934861e+01dB,1.44816738017339e+02°)	(1.79808652738576e+01dB,1.44914018802996e+02°)
1.14815362149687e+06	(1.79134514641586e+01dB,1.44193086288165e+02°)	(1.79134395080071e+01dB,1.44288152696897e+02°)
1.17489755493951e+06	(1.78439517619893e+01dB,1.43564889148352e+02°)	(1.78439403439542e+01dB,1.43657791585256e+02°)
1.20226443461740e+06	(1.77723493661904e+01dB,1.42932417636368e+02°)	(1.77723384620524e+01dB,1.43023205359202e+02°)
1.23026877081236e+06	(1.76986166048142e+01dB,1.42295952934970e+02°)	(1.76986061914442e+01dB,1.42384674080263e+02°)
1.25892541179415e+06	(1.76227275578126e+01dB,1.41655785856283e+02°)	(1.76227176131224e+01dB,1.41742487464861e+02°)
1.28824955169312e+06	(1.75446581554867e+01dB,1.41012216272883e+02°)	(1.75446486583822e+01dB,1.41096944314805e+02°)
1.31825673855639e+06	(1.74643862715660e+01dB,1.40365552496898e+02°)	(1.74643772019025e+01dB,1.40448351895832e+02°)
1.34896288259163e+06	(1.73818918101828e+01dB,1.39716110609698e+02°)	(1.73818831487223e+01dB,1.39797025266737e+02°)
1.38038426460287e+06	(1.72971567860332e+01dB,1.39064213745234e+02°)	(1.72971485144036e+01dB,1.39143286562172e+02°)
1.41253754462273e+06	(1.72101653970649e+01dB,1.38410191330614e+02°)	(1.72101574977208e+01dB,1.38487464232693e+02°)
1.44543977074591e+06	(1.71209040890759e+01dB,1.37754378287964e+02°)	(1.71208965452617e+01dB,1.37829892246099e+02°)
1.47910838816819e+06	(1.70293616116733e+01dB,1.37097114202045e+02°)	(1.70293544073875e+01dB,1.37170909254553e+02°)
1.51356124843619e+06	(1.69355290651048e+01dB,1.36438742458524e+02°)	(1.69355221850660e+01dB,1.36510857732346e+02°)
1.54881661891246e+06	(1.68393999375525e+01dB,1.35779609358087e+02°)	(1.68393933671673e+01dB,1.35850083089533e+02°)
1.58489319246109e+06	(1.67409701325596e+01dB,1.35120063211921e+02°)	(1.67409638578912e+01dB,1.35188932766947e+02°)
1.62181009735891e+06	(1.66402379863418e+01dB,1.34460453424268e+02°)	(1.66402319940807e+01dB,1.34527755318282e+02°)
