time_s,Vin_V,VL_V
0.000447,-0.1527638175,0.014564572896333968
0.0004475,-0.1507537672,0.01782073620082089
0.000448,-0.1447236165,0.01602219722518437
0.0004485,-0.1447236165,0.015262467965830102
0.000449,-0.1407035161,-0.010852894739350435
0.00044950000000000003,-0.1507537672,-0.012922112313129269
0.00045,-0.1447236165,0.019762470956777443
0.0004505,-0.1386934659,0.0016844046503675224
0.000451,-0.1407035161,-0.00031270232158218323
0.0004515,-0.1386934658,0.014409798627760262
0.00045200000000000004,-0.1366834156,0.01691449380034222
0.0004525,-0.1306532649,0.0034843653073918
0.000453,-0.1326633152,-0.009629299632997426
0.0004535,-0.1306532649,-0.013947092407077298
0.00045400000000000003,-0.1366834156,-0.0047694059714644636
0.0004545,-0.1286432147,0.014000749729321714
0.000455,-0.1286432147,0.01167996614309477
0.0004555,-0.1266331645,0.01601073309955856
0.000456,-0.1206030138,0.004856704978564668
0.0004565,-0.1266331645,-0.011849566755421252
0.000457,-0.1286432147,-0.010713373046432693
0.0004575,-0.1266331645,0.023954933710627117
0.000458,-0.1125628129,0.04127410864725539
0.00045850000000000003,-0.1125628129,-0.012016903925742343
0.000459,-0.1165829133,-0.022103499732793533
0.0004595,-0.1206030138,0.0052093025891719325
0.00046,-0.1125628129,0.02408365694482289
0.0004605,-0.1145728631,-0.009174649336129354
0.00046100000000000004,-0.1125628129,0.010041541173243212
0.0004615,-0.1065326622,0.02540334268087801
0.000462,-0.1045226119,-0.006160403940172162
0.0004625,-0.1065326622,-0.010184989584688288
0.00046300000000000003,-0.1125628129,0.004153625199550555
0.0004635,-0.1045226119,0.023568902149782547
0.000464,-0.1045226119,0.002287479731027828
0.0004645,-0.1025125617,0.00017211455994610957
0.000465,-0.1005025115,-0.006943194357628368
0.0004655,-0.1025125617,0.04320596290521392
0.000466,-0.0884422101,0.013734352287011305
0.0004665,-0.0944723608,-0.012319484548461688
0.000467,-0.096482411,0.0003437845143567505
0.00046750000000000003,-0.0944723608,-0.014737662174731004
0.000468,-0.096482411,-0.00672302020733696
0.0004685,-0.0944723608,0.020018870873888345
0.000469,-0.0924623106,0.025632420179739615
0.00046950000000000003,-0.0864321599,0.009174506740318137
0.00047,-0.0884422101,0.000978855269314821
0.0004705,-0.0864321599,0.0034944415694287663
0.000471,-0.0884422101,0.005971916709954065
0.0004715,-0.0824120594,0.021267570228397002
0.00047200000000000003,-0.0804020092,0.004522916356680149
0.0004725,-0.0804020092,0.011886772853787404
0.000473,-0.0763819087,0.011640894367933448
0.0004735,-0.0743718585,0.0023523385441515006
0.00047400000000000003,-0.0804020092,-0.01226452688922996
0.0004745,-0.0723618083,0.009003124990196808
0.000475,-0.0763819087,8.425917542152403e-05
0.0004755,-0.0723618083,0.02598733500667916
0.000476,-0.0643216074,0.017779907445187215
0.00047650000000000004,-0.0643216074,-0.010949194072287479
0.000477,-0.0643216074,0.007320059602891754
0.0004775,-0.0643216074,0.007142761613003392
0.000478,-0.0562814064,0.003929485493456909
0.00047850000000000003,-0.0582914567,0.011175571673409873
0.000479,-0.052261306,-0.022827999948356607
0.0004795,-0.0582914567,-0.014723465735154248
0.00048,-0.0562814064,0.00695770621031082
0.0004805,-0.0562814064,-0.007882582784471917
0.000481,-0.0562814064,-0.005148608991344461
0.0004815,-0.0562814064,0.023666205073168134
0.000482,-0.0482412055,0.0030876706398101786
0.0004825,-0.0562814064,-0.01675621843266284
0.00048300000000000003,-0.052261306,0.00444617843380136
0.0004835,-0.052261306,0.03319474067875524
0.000484,-0.0402010046,0.0010514827936387097
0.0004845,-0.0482412055,0.0069607376364791175
0.000485,-0.0442211051,0.007798547564431381
0.00048550000000000004,-0.0462311553,0.008182892186311085
0.000486,-0.0402010046,0.026618775226235472
0.0004865,-0.0402010046,0.021685808582128402
0.000487,-0.0321608037,0.001096586096358205
0.00048750000000000003,-0.0402010046,0.009884400817801602
0.000488,-0.0321608037,0.009884811425944157
0.0004885,-0.0381909544,0.01183081218992309
0.000489,-0.0281407032,-0.00999851310725499
0.0004895,-0.0321608037,-0.003799985509509997
0.00049,-0.0241206028,0.007800103360101361
0.0004905,-0.0241206028,-0.02194784583651008
0.000491,-0.0281407032,0.0021815230378085665
0.0004915,-0.026130653,0.001596018912680493
0.000492,-0.0241206028,-0.0052657511782149835
0.0004925,-0.0241206028,-0.0014660410811136342
0.0004930000000000001,-0.0241206028,0.0029715464193069735
0.0004935,-0.0221105525,0.027580136833406835
0.000494,-0.0160804018,0.01739309054030564
0.0004945,-0.0180904521,-0.0012343675423144296
0.000495,-0.0160804018,0.00162758373182474
0.0004955000000000001,-0.0160804018,-0.006389997359863066
0.000496,-0.0160804018,0.021348389003401674
0.0004965,-0.0080402009,0.02408549564128497
0.000497,-0.0080402009,-0.004358500960669041
0.0004975,-0.0080402009,0.007505639962036115
0.000498,-0.0080402009,-0.007933728257447644
0.0004985,-0.0080402009,0.006384560777352193
0.000499,-0.0080402009,-0.002022362629099165
0.0004995,-0.0080402009,0.025041588141464594
0.0005,0.0080402009,0.01807648198301628
0.0005005,0.0,-0.03005470399022375
0.000501,-0.0040201005,0.006207100405534135
0.0005015,0.0,0.02720261583510491
0.0005020000000000001,0.0080402009,0.01652754780034537
0.0005025,0.0060301507,0.00311275250618481
0.000503,0.0080402009,-0.002573367132072237
0.0005035,0.0080402009,0.002355115936418976
0.000504,0.0080402009,-0.004422206479376049
0.0005045,0.0080402009,-0.0020461107189477107
0.000505,0.0120603014,0.01958104338132896
0.0005055,0.0160804018,0.007429880804381012
0.000506,0.0160804018,0.009536518113267022
0.0005065,0.0180904521,0.007882853903339893
0.000507,0.0160804018,0.0026633312556527747
0.0005075,0.0160804018,0.01421374259922302
0.000508,0.0241206028,0.0498216911367838
0.0005085000000000001,0.0321608037,0.005260229614564997
0.000509,0.0241206028,-0.01645476416701444
0.0005095,0.0241206028,-0.009625472494707977
0.00051,0.0241206028,0.004951995130234966
0.0005105,0.0241206028,0.002075513526755512
0.0005110000000000001,0.0321608037,0.02035463723858419
0.0005115,0.0321608037,-0.0026865847250591556
0.000512,0.0321608037,0.014082551869805707
0.0005125,0.0321608037,0.0014549959961525308
0.000513,0.0321608037,0.01421770657677961
0.0005135,0.0321608037,0.011442931631764144
0.000514,0.0321608037,0.021126608090881523
0.0005145,0.0462311553,0.01404048318951735
0.000515,0.0442211051,-0.007467942774865091
0.0005155,0.0402010046,-0.005358737797467297
0.000516,0.0402010046,-0.0026896259953949225
0.0005165,0.0402010046,0.003761591368094292
0.000517,0.0442211051,0.014548845433780976
0.0005175000000000001,0.0482412055,-0.021116769964077877
0.000518,0.0482412055,0.02923088510863313
0.0005185,0.0562814064,0.018168625677133572
0.000519,0.052261306,-0.0023216933377446783
0.0005195,0.0582914567,0.0002287322426102658
0.0005200000000000001,0.0562814064,-0.016510441661265838
0.0005205,0.0502512557,-0.006631160203191576
0.000521,0.0562814064,0.01885222395610983
0.0005215,0.0623115571,-0.03585979104336408
0.000522,0.0482412055,-0.010323927866684119
0.0005225,0.0582914567,0.03807919413562479
0.000523,0.0643216074,0.01968579005736517
0.0005235,0.0683417078,-0.024494156575957604
0.000524,0.0562814064,-0.0033407776944045986
0.0005245,0.0643216074,0.03220369410059829
0.000525,0.0683417078,0.008556381930684021
