time	V(N001,N002)	V(N001,Vin)	V(vin)	V(n002)
3.492315605216551e-03	-1.250901e-01	-1.553895e-01	2.416771e-02	-6.131669e-03
3.497198417716551e-03	-1.391324e-01	-1.540109e-01	8.800976e-03	-6.077447e-03
3.501383685573694e-03	-1.510563e-01	-1.527131e-01	-4.369596e-03	-6.026389e-03
3.505568953430837e-03	-1.628557e-01	-1.513125e-01	-1.751447e-02	-5.971267e-03
3.509754221287979e-03	-1.745306e-01	-1.498090e-01	-3.063366e-02	-5.912082e-03
3.513939489145122e-03	-1.860809e-01	-1.482026e-01	-4.372716e-02	-5.848832e-03
3.518124757002265e-03	-1.975067e-01	-1.464933e-01	-5.679496e-02	-5.781519e-03
3.522310024859408e-03	-2.088080e-01	-1.446810e-01	-6.983707e-02	-5.710142e-03
3.526495292716550e-03	-2.199847e-01	-1.427659e-01	-8.285348e-02	-5.634700e-03
3.536260917716550e-03	-2.456277e-01	-1.378652e-01	-1.132041e-01	-5.441610e-03
3.546026542716550e-03	-2.701288e-01	-1.325016e-01	-1.428574e-01	-5.230229e-03
3.555792167716550e-03	-2.934878e-01	-1.266750e-01	-1.718134e-01	-5.000559e-03
3.565557792716550e-03	-3.157049e-01	-1.203855e-01	-2.000720e-01	-4.752599e-03
3.575323417716549e-03	-3.367800e-01	-1.136330e-01	-2.276333e-01	-4.486348e-03
3.585089042716549e-03	-3.567131e-01	-1.064176e-01	-2.544973e-01	-4.201808e-03
3.594854667716549e-03	-3.755041e-01	-9.873918e-02	-2.806639e-01	-3.898978e-03
3.608805560573691e-03	-3.998927e-01	-8.697210e-02	-3.163555e-01	-3.434835e-03
3.622756453430834e-03	-4.208854e-01	-7.478138e-02	-3.490579e-01	-2.953926e-03
3.636707346287976e-03	-4.384821e-01	-6.216703e-02	-3.787713e-01	-2.456253e-03
3.650658239145119e-03	-4.526828e-01	-4.912904e-02	-4.054956e-01	-1.941815e-03
3.664609132002262e-03	-4.634877e-01	-3.566741e-02	-4.292309e-01	-1.410613e-03
3.678560024859404e-03	-4.708965e-01	-2.178214e-02	-4.499770e-01	-8.626450e-04
3.692510917716547e-03	-4.749094e-01	-7.473230e-03	-4.677341e-01	-2.979125e-04
3.705764265930832e-03	-4.749708e-01	6.157298e-03	-4.808880e-01	2.400907e-04
3.719017614145118e-03	-4.718598e-01	1.951877e-02	-4.906110e-01	7.675107e-04
3.732270962359403e-03	-4.655763e-01	3.261117e-02	-4.969031e-01	1.284347e-03
3.745524310573688e-03	-4.561204e-01	4.543452e-02	-4.997644e-01	1.790601e-03
3.758777658787974e-03	-4.434922e-01	5.798881e-02	-4.991947e-01	2.286271e-03
3.772031007002259e-03	-4.276915e-01	7.027404e-02	-4.951942e-01	2.771358e-03
3.785284355216545e-03	-4.087184e-01	8.229020e-02	-4.877627e-01	3.245862e-03
3.798537703430830e-03	-3.866184e-01	9.367631e-02	-4.765991e-01	3.695532e-03
3.811791051645116e-03	-3.623058e-01	1.042465e-01	-4.624393e-01	4.113018e-03
3.825044399859401e-03	-3.357808e-01	1.140007e-01	-4.452831e-01	4.498320e-03
3.838297748073686e-03	-3.070433e-01	1.229389e-01	-4.251307e-01	4.851438e-03
3.851551096287972e-03	-2.760932e-01	1.310612e-01	-4.019820e-01	5.172373e-03
3.864804444502257e-03	-2.429307e-01	1.383675e-01	-3.758371e-01	5.461124e-03
3.878057792716543e-03	-2.075556e-01	1.448579e-01	-3.466958e-01	5.717691e-03
3.885730783787971e-03	-1.865760e-01	1.480858e-01	-3.288165e-01	5.845327e-03
3.893403774859400e-03	-1.652887e-01	1.509553e-01	-3.102851e-01	5.958817e-03
3.901076765930828e-03	-1.436936e-01	1.534663e-01	-2.911018e-01	6.058163e-03
3.908749757002256e-03	-1.217909e-01	1.556190e-01	-2.712665e-01	6.143363e-03
3.916422748073686e-03	-9.958053e-02	1.574132e-01	-2.507793e-01	6.214417e-03
3.924095739145114e-03	-7.706244e-02	1.588489e-01	-2.296400e-01	6.271327e-03
3.931768730216542e-03	-5.423665e-02	1.599263e-01	-2.078488e-01	6.314091e-03
3.946417167716542e-03	-1.060018e-02	1.609272e-01	-1.651734e-01	6.354057e-03
3.961065605216542e-03	3.312572e-02	1.605656e-01	-1.210997e-01	6.340235e-03
3.965948417716541e-03	4.769071e-02	1.601406e-01	-1.061263e-01	6.323609e-03
3.970831230216541e-03	6.217691e-02	1.595666e-01	-9.108854e-02	6.301100e-03
3.975714042716541e-03	7.658434e-02	1.588435e-01	-7.598650e-02	6.272709e-03
3.980596855216541e-03	9.091298e-02	1.579716e-01	-6.082014e-02	6.238436e-03
3.985479667716541e-03	1.051628e-01	1.569506e-01	-4.558946e-02	6.198280e-03
3.990362480216541e-03	1.193339e-01	1.557806e-01	-3.029445e-02	6.152243e-03
3.995245292716541e-03	1.334262e-01	1.544617e-01	-1.493513e-02	6.100324e-03
4.009893730216540e-03	1.747961e-01	1.496447e-01	3.106206e-02	5.910601e-03
4.017566721287969e-03	1.960122e-01	1.465902e-01	5.521225e-02	5.790247e-03
4.025239712359397e-03	2.166568e-01	1.432169e-01	7.909720e-02	5.657297e-03
4.032912703430825e-03	2.367298e-01	1.395246e-01	1.027169e-01	5.511751e-03
4.040585694502255e-03	2.562312e-01	1.355134e-01	1.260714e-01	5.353608e-03
4.048258685573683e-03	2.751610e-01	1.311833e-01	1.491606e-01	5.182870e-03
4.055931676645111e-03	2.935192e-01	1.265342e-01	1.719846e-01	4.999534e-03
4.063604667716539e-03	3.113059e-01	1.215661e-01	1.945433e-01	4.803603e-03
4.076858015930824e-03	3.404949e-01	1.121778e-01	2.327504e-01	4.433291e-03
4.090111364145110e-03	3.669226e-01	1.021968e-01	2.687653e-01	4.039558e-03
4.103364712359395e-03	3.905891e-01	9.162338e-02	3.025881e-01	3.622403e-03
4.116618060573681e-03	4.114944e-01	8.045736e-02	3.342189e-01	3.181826e-03
4.129871408787966e-03	4.296384e-01	6.869879e-02	3.636574e-01	2.717827e-03
4.143124757002252e-03	4.450212e-01	5.634768e-02	3.909039e-01	2.230407e-03
4.156378105216537e-03	4.576427e-01	4.340401e-02	4.159583e-01	1.719564e-03
4.170328998073680e-03	4.671441e-01	2.939656e-02	4.389143e-01	1.166691e-03
4.184279890930822e-03	4.730276e-01	1.543039e-02	4.582126e-01	6.154072e-04
4.198230783787965e-03	4.752930e-01	1.505487e-03	4.738533e-01	6.571189e-05
4.212181676645108e-03	4.739405e-01	-1.237814e-02	4.858363e-01	-4.823946e-04
4.226132569502251e-03	4.689700e-01	-2.622050e-02	4.941616e-01	-1.028912e-03
4.240083462359392e-03	4.603816e-01	-4.002158e-02	4.988293e-01	-1.573841e-03
4.254034355216535e-03	4.481752e-01	-5.378139e-02	4.998394e-01	-2.117181e-03
4.268682792716535e-03	4.311820e-01	-6.775441e-02	4.962675e-01	-2.668993e-03
4.283331230216535e-03	4.110437e-01	-8.089669e-02	4.887523e-01	-3.188046e-03
4.297979667716534e-03	3.877601e-01	-9.320824e-02	4.772940e-01	-3.674341e-03
4.312628105216534e-03	3.613313e-01	-1.046891e-01	4.618925e-01	-4.127877e-03
4.327276542716534e-03	3.317573e-01	-1.153391e-01	4.425477e-01	-4.548655e-03
4.341924980216533e-03	2.990380e-01	-1.251585e-01	4.192598e-01	-4.936674e-03
4.356573417716533e-03	2.631735e-01	-1.341471e-01	3.920286e-01	-5.291934e-03
4.365641498073676e-03	2.400030e-01	-1.390295e-01	3.735475e-01	-5.484947e-03
4.374709578430818e-03	2.162518e-01	-1.434297e-01	3.540225e-01	-5.658929e-03
4.383777658787961e-03	1.919199e-01	-1.473476e-01	3.334536e-01	-5.813882e-03
4.392845739145104e-03	1.670074e-01	-1.507833e-01	3.118408e-01	-5.949804e-03
4.401913819502247e-03	1.415141e-01	-1.537368e-01	2.891842e-01	-6.066695e-03
4.410981899859389e-03	1.154402e-01	-1.562080e-01	2.654837e-01	-6.164557e-03
4.420049980216532e-03	8.878564e-02	-1.581970e-01	2.407392e-01	-6.243388e-03
4.424235248073675e-03	7.645426e-02	-1.589308e-01	2.291126e-01	-6.272503e-03
4.428420515930817e-03	6.409143e-02	-1.595539e-01	2.173481e-01	-6.297246e-03
4.432605783787960e-03	5.169717e-02	-1.600663e-01	2.054458e-01	-6.317619e-03
4.436791051645103e-03	3.927146e-02	-1.604679e-01	1.934058e-01	-6.333620e-03
4.440976319502246e-03	2.681432e-02	-1.607588e-01	1.812279e-01	-6.345249e-03
4.445161587359388e-03	1.432573e-02	-1.609390e-01	1.689122e-01	-6.352508e-03
4.449346855216531e-03	1.805703e-03	-1.610084e-01	1.564587e-01	-6.355396e-03
4.453532123073674e-03	-1.071559e-02	-1.609653e-01	1.438958e-01	-6.353842e-03
4.457717390930816e-03	-2.320795e-02	-1.608114e-01	1.312555e-01	-6.347914e-03
4.461902658787959e-03	-3.567137e-02	-1.605467e-01	1.185377e-01	-6.337612e-03
4.466087926645102e-03	-4.810586e-02	-1.601712e-01	1.057424e-01	-6.322935e-03
4.470273194502245e-03	-6.051140e-02	-1.596849e-01	9.286961e-02	-6.303884e-03
4.474458462359387e-03	-7.288801e-02	-1.590878e-01	7.991932e-02	-6.280458e-03
4.478643730216531e-03	-8.523569e-02	-1.583799e-01	6.689154e-02	-6.252659e-03
4.482828998073674e-03	-9.752380e-02	-1.575613e-01	5.381702e-02	-6.220489e-03
4.487014265930816e-03	-1.097236e-01	-1.566356e-01	4.072794e-02	-6.184090e-03
4.491199533787959e-03	-1.218350e-01	-1.556028e-01	2.762430e-02	-6.143462e-03
4.495384801645102e-03	-1.338581e-01	-1.544629e-01	1.450611e-02	-6.098603e-03
4.499570069502245e-03	-1.457929e-01	-1.532158e-01	1.373366e-03	-6.049514e-03
4.503755337359387e-03	-1.576393e-01	-1.518616e-01	-1.177394e-02	-5.996196e-03
4.507940605216530e-03	-1.693974e-01	-1.504003e-01	-2.493580e-02	-5.938648e-03
4.515613596287958e-03	-1.907219e-01	-1.474336e-01	-4.911002e-02	-5.821788e-03
4.523286587359386e-03	-2.114863e-01	-1.441457e-01	-7.303286e-02	-5.692238e-03
4.530959578430815e-03	-2.316908e-01	-1.405365e-01	-9.670432e-02	-5.549999e-03
4.538632569502244e-03	-2.513353e-01	-1.366060e-01	-1.201244e-01	-5.395071e-03
4.546305560573672e-03	-2.704198e-01	-1.323542e-01	-1.432931e-01	-5.227454e-03
4.553978551645100e-03	-2.889444e-01	-1.277811e-01	-1.662104e-01	-5.047147e-03
4.561651542716529e-03	-3.069090e-01	-1.228868e-01	-1.888764e-01	-4.854152e-03
4.574207346287957e-03	-3.349054e-01	-1.141471e-01	-2.252678e-01	-4.509478e-03
4.586763149859385e-03	-3.604660e-01	-1.048523e-01	-2.597566e-01	-4.142858e-03
4.599318953430813e-03	-3.835906e-01	-9.500214e-02	-2.923427e-01	-3.754291e-03
4.611874757002242e-03	-4.042793e-01	-8.459680e-02	-3.230263e-01	-3.343779e-03
4.624430560573671e-03	-4.225322e-01	-7.363622e-02	-3.518073e-01	-2.911320e-03
4.636986364145099e-03	-4.383491e-01	-6.212041e-02	-3.786856e-01	-2.456916e-03
4.649542167716527e-03	-4.517302e-01	-5.004936e-02	-4.036614e-01	-1.980565e-03
4.663493060573670e-03	-4.629977e-01	-3.619172e-02	-4.282396e-01	-1.433663e-03
4.677443953430812e-03	-4.706454e-01	-2.232272e-02	-4.492090e-01	-8.862722e-04
4.691394846287954e-03	-4.746734e-01	-8.442380e-03	-4.665694e-01	-3.383913e-04
4.705345739145097e-03	-4.750817e-01	5.449308e-03	-4.803210e-01	2.099792e-04
4.719296632002240e-03	-4.718702e-01	1.935234e-02	-4.904638e-01	7.588393e-04
4.733247524859382e-03	-4.650391e-01	3.326673e-02	-4.969976e-01	1.308189e-03
4.747198417716525e-03	-4.545881e-01	4.719245e-02	-4.999225e-01	1.858029e-03
4.762544399859381e-03	-4.385013e-01	6.208925e-02	-4.981443e-01	2.446265e-03
4.777890382002239e-03	-4.188930e-01	7.610774e-02	-4.920009e-01	2.999871e-03
4.793236364145095e-03	-3.957633e-01	8.924793e-02	-4.814924e-01	3.518845e-03
4.808582346287952e-03	-3.691122e-01	1.015098e-01	-4.666188e-01	4.003188e-03
4.823928328430808e-03	-3.389396e-01	1.128934e-01	-4.473801e-01	4.452900e-03
4.839274310573666e-03	-3.052456e-01	1.233987e-01	-4.237764e-01	4.867981e-03
4.854620292716522e-03	-2.680302e-01	1.330257e-01	-3.958075e-01	5.248431e-03
4.864385917716522e-03	-2.434507e-01	1.383361e-01	-3.763285e-01	5.458340e-03
4.873453998073665e-03	-2.195996e-01	1.428278e-01	-3.567915e-01	5.635920e-03
4.882522078430807e-03	-1.952383e-01	1.468281e-01	-3.362724e-01	5.794111e-03
4.891590158787950e-03	-1.703669e-01	1.503372e-01	-3.147712e-01	5.932914e-03
4.900658239145093e-03	-1.449854e-01	1.533550e-01	-2.922881e-01	6.052328e-03
4.909726319502236e-03	-1.190938e-01	1.558815e-01	-2.688229e-01	6.152355e-03
4.918794399859378e-03	-9.269199e-02	1.579166e-01	-2.443756e-01	6.232993e-03
4.927862480216521e-03	-6.578009e-02	1.594605e-01	-2.189464e-01	6.294243e-03
4.947393730216521e-03	-7.654400e-03	1.609748e-01	-1.622745e-01	6.354676e-03
4.962042167716520e-03	3.606338e-02	1.605214e-01	-1.181208e-01	6.337272e-03
4.966227435573663e-03	4.853558e-02	1.601407e-01	-1.052827e-01	6.322384e-03
4.970412703430805e-03	6.095286e-02	1.596503e-01	-9.239429e-02	6.303166e-03
4.974597971287948e-03	7.331522e-02	1.590503e-01	-7.945542e-02	6.279618e-03
4.978783239145091e-03	8.562266e-02	1.583405e-01	-6.646614e-02	6.251740e-03
4.982968507002234e-03	9.787519e-02	1.575212e-01	-5.342643e-02	6.219533e-03
4.987153774859377e-03	1.100728e-01	1.565921e-01	-4.033631e-02	6.182996e-03
4.991339042716520e-03	1.222155e-01	1.555534e-01	-2.719577e-02	6.142130e-03
4.996221855216519e-03	1.362573e-01	1.542149e-01	-1.186828e-02	6.089413e-03
5.000000000000000e-03	1.470564e-01	1.531019e-01	-6.123234e-16	6.045437e-03
