x-axis,1,2
second,Volt,Volt
-380.2400E-06,+418.0904478E-03,+426.1306487E-03
-379.7500E-06,+426.1306487E-03,+429.1457240E-03
-379.2600E-06,+428.1406989E-03,+436.1808999E-03
-378.7700E-06,+427.1356738E-03,+435.1758747E-03
-378.2800E-06,+434.1708496E-03,+442.2110505E-03
-377.7900E-06,+435.1758747E-03,+442.2110505E-03
-377.3000E-06,+442.2110505E-03,+442.2110505E-03
-376.8100E-06,+437.1859250E-03,+447.2361761E-03
-376.3200E-06,+450.2512515E-03,+442.2110505E-03
-375.8300E-06,+442.2110505E-03,+442.2110505E-03
-375.3400E-06,+442.2110505E-03,+442.2110505E-03
-374.8500E-06,+441.2060254E-03,+442.2110505E-03
-374.3600E-06,+438.1909501E-03,+446.2311510E-03
-373.8700E-06,+442.2110505E-03,+441.2060254E-03
-373.3800E-06,+442.2110505E-03,+440.2010003E-03
-372.8900E-06,+434.1708496E-03,+439.1959752E-03
-372.4000E-06,+434.1708496E-03,+434.1708496E-03
-371.9100E-06,+431.1557743E-03,+434.1708496E-03
-371.4200E-06,+428.1406989E-03,+434.1708496E-03
-370.9300E-06,+426.1306487E-03,+419.0954729E-03
-370.4400E-06,+422.1105482E-03,+418.0904478E-03
-369.9500E-06,+419.0954729E-03,+418.0904478E-03
-369.4600E-06,+420.1004980E-03,+410.0502469E-03
-368.9700E-06,+410.0502469E-03,+410.0502469E-03
-368.4800E-06,+393.9698450E-03,+393.9698450E-03
-367.9900E-06,+402.0100459E-03,+396.9849204E-03
-367.5000E-06,+393.9698450E-03,+385.9296441E-03
-367.0100E-06,+392.9648199E-03,+377.8894432E-03
-366.5200E-06,+381.9095436E-03,+373.8693427E-03
-366.0300E-06,+377.8894432E-03,+368.8442172E-03
-365.5400E-06,+361.8090414E-03,+361.8090414E-03
-365.0500E-06,+353.7688404E-03,+348.7437149E-03
-364.5600E-06,+345.7286395E-03,+329.6482377E-03
-364.0700E-06,+332.6633130E-03,+329.6482377E-03
-363.5800E-06,+335.6783884E-03,+315.5778861E-03
-363.0900E-06,+320.6030116E-03,+305.5276349E-03
-362.6000E-06,+309.5477354E-03,+297.4874340E-03
-362.1100E-06,+296.4824089E-03,+289.4472331E-03
-361.6200E-06,+289.4472331E-03,+279.3969819E-03
-361.1300E-06,+273.3668312E-03,+273.3668312E-03
-360.6400E-06,+265.3266303E-03,+249.2462285E-03
-360.1500E-06,+257.2864294E-03,+241.2060276E-03
-359.6600E-06,+243.2160778E-03,+233.1658266E-03
-359.1700E-06,+232.1608015E-03,+218.0904499E-03
-358.6800E-06,+217.0854248E-03,+205.0251234E-03
-358.1900E-06,+209.0452239E-03,+192.9648221E-03
-357.7000E-06,+194.9748723E-03,+184.9246211E-03
-357.2100E-06,+176.8844202E-03,+173.8693449E-03
-356.7200E-06,+176.8844202E-03,+152.7638175E-03
-356.2300E-06,+152.7638175E-03,+147.7386919E-03
-355.7400E-06,+144.7236165E-03,+134.6733654E-03
-355.2500E-06,+129.6482398E-03,+127.6381896E-03
-354.7600E-06,+116.5829133E-03,+108.5427124E-03
-354.2700E-06,+105.5276371E-03,+89.4472352E-03
-353.7800E-06,+88.4422101E-03,+74.3718585E-03
-353.2900E-06,+77.3869338E-03,+64.3216074E-03
-352.8000E-06,+64.3216074E-03,+56.2814064E-03
-352.3100E-06,+51.2562809E-03,+37.1859293E-03
-351.8200E-06,+34.1708539E-03,+24.1206028E-03
-351.3300E-06,+18.0904521E-03,+16.0804018E-03
-350.8400E-06,+12.0603014E-03,+0.0E+00
-350.3500E-06,+0.0E+00,-16.0804018E-03
-349.8600E-06,-22.1105525E-03,-32.1608037E-03
-349.3700E-06,-29.1457283E-03,-40.2010046E-03
-348.8800E-06,-48.2412055E-03,-56.2814064E-03
-348.3900E-06,-64.3216074E-03,-72.3618083E-03
-347.9000E-06,-72.3618083E-03,-82.4120594E-03
-347.4100E-06,-87.4371850E-03,-95.4773859E-03
-346.9200E-06,-104.5226119E-03,-116.5829133E-03
-346.4300E-06,-119.5979887E-03,-128.6432147E-03
-345.9400E-06,-122.6130640E-03,-134.6733654E-03
-345.4500E-06,-136.6834156E-03,-144.7236165E-03
-344.9600E-06,-152.7638175E-03,-168.8442193E-03
